INCIDENT_ID,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,Month,Year,Date
CR_13868,1,22,22,7,3,15,10,0,5,1,174,0.0,112,93,46,2,1993,3
CR_74985,0,4,4,6,5,5,6,0,5,1,249,1.0,84,130,34,9,2001,19
CR_73751,0,4,4,6,5,1,0,0,5,1,249,1.0,18,87,34,9,2001,21
CR_76666,0,21,23,4,1,4,2,1,6,1,249,1.0,98,14,34,6,2001,8
CR_68842,0,25,25,9,0,8,3,1,6,1,0,1.0,103,29,34,7,2000,1
CR_180389,0,19,19,1,3,5,6,1,6,1,174,0.0,97,29,23,4,2016,11
CR_169585,0,26,27,9,0,4,2,0,5,1,174,0.0,18,133,46,11,2014,2
CR_34729,0,8,7,7,3,6,4,2,3,2,316,2.0,72,119,34,10,1996,30
CR_172639,0,3,2,3,5,1,0,2,6,1,0,1.0,72,80,34,8,2015,30
CR_67805,0,21,23,4,1,6,4,0,5,1,174,1.0,72,93,34,10,2000,31
CR_133222,0,37,37,0,0,2,7,1,5,1,249,1.0,103,107,34,2,2008,11
CR_33402,0,4,4,6,5,5,6,1,6,1,316,1.0,67,14,34,12,1996,3
CR_23121,0,39,39,6,5,9,8,1,6,1,249,1.0,112,14,34,10,1994,19
CR_45866,0,33,32,2,1,7,1,1,6,1,249,1.0,67,14,34,10,1997,27
CR_34622,0,6,6,4,1,5,6,0,5,1,174,0.0,92,93,46,7,1996,20
CR_124483,0,33,32,2,1,7,1,0,5,1,0,1.0,103,29,34,8,2007,25
CR_95267,5,36,34,2,1,13,18,1,6,1,249,1.0,92,29,34,4,2003,17
CR_27285,0,21,23,4,1,7,1,0,5,1,174,1.0,72,29,34,6,1995,21
CR_94669,0,35,30,3,5,1,0,0,5,1,174,1.0,103,62,34,11,2003,6
CR_155614,0,5,5,3,5,8,3,1,6,1,316,1.0,103,80,34,7,2012,5
CR_160779,0,50,51,0,0,6,4,0,5,1,174,1.0,103,107,34,6,2012,2
CR_171407,1,42,42,7,3,12,16,1,6,1,236,1.0,103,124,34,11,2014,1
CR_88475,1,44,44,1,3,13,18,1,5,1,0,0.0,72,29,34,8,2002,7
CR_63590,1,45,45,10,3,15,10,2,2,5,249,5.0,72,142,34,5,1999,2
CR_167463,0,4,4,6,5,1,0,0,5,1,174,0.0,18,80,46,10,2014,22
CR_116910,0,33,32,2,1,5,6,2,6,1,249,1.0,92,93,34,11,2006,19
CR_122025,0,18,18,9,0,6,4,1,6,1,316,1.0,12,130,34,3,2007,24
CR_177739,1,47,48,7,3,15,10,1,2,1,0,1.0,86,107,34,5,2015,22
CR_49400,0,4,4,6,5,3,5,2,6,1,316,1.0,31,93,34,4,1998,22
CR_142883,0,4,4,6,5,4,2,0,5,1,174,0.0,18,124,46,11,2010,26
CR_113777,0,7,8,7,3,2,7,1,6,1,316,1.0,72,93,34,8,2006,11
CR_112855,0,4,4,6,5,4,2,7,3,1,174,1.0,103,14,34,4,2006,19
CR_196590,7,36,34,2,1,9,8,1,6,1,316,1.0,92,29,34,8,2018,9
CR_55380,0,39,39,6,5,4,2,2,6,1,249,1.0,103,29,34,12,1998,28
CR_24554,0,3,2,3,5,4,2,2,5,2,249,2.0,103,6,34,4,1995,9
CR_153710,0,45,45,10,3,7,1,1,6,1,316,1.0,98,29,34,11,2011,25
CR_1763,0,33,32,2,1,7,1,1,6,1,0,1.0,98,29,34,1,1991,16
CR_158954,0,36,34,2,1,1,0,0,5,2,174,0.0,18,124,46,9,2012,30
CR_65919,0,4,4,6,5,4,2,2,2,1,316,1.0,2,142,34,6,2000,22
CR_100455,0,24,24,0,0,4,2,1,6,2,0,0.0,72,62,34,10,2004,9
CR_26709,7,9,10,7,3,9,8,1,5,1,174,0.0,92,62,43,4,1995,6
CR_55428,1,39,39,6,5,15,10,0,5,1,249,1.0,103,29,34,7,1998,22
CR_195010,0,24,24,0,0,2,7,1,6,1,0,1.0,72,29,34,7,2018,13
CR_45891,0,33,32,2,1,6,4,0,5,1,174,0.0,103,29,43,8,1997,7
CR_38354,0,34,33,3,5,7,1,3,3,1,316,1.0,112,80,34,3,1996,26
CR_193826,0,17,16,0,0,2,7,1,2,1,249,1.0,18,133,34,1,2018,24
CR_188971,0,33,32,2,1,6,4,1,6,1,174,,112,93,43,5,2017,16
CR_175229,0,25,25,9,0,6,4,1,5,1,174,0.0,110,29,43,9,2015,12
CR_13199,0,17,16,0,0,4,2,0,5,1,249,1.0,103,29,34,12,1993,29
CR_165538,7,37,37,0,0,9,8,1,5,1,249,1.0,98,29,34,3,2013,23
CR_23856,0,46,46,3,5,8,3,1,6,2,0,2.0,98,142,34,4,1994,9
CR_14082,7,24,24,0,0,9,8,1,6,1,249,1.0,103,24,34,1,1993,22
CR_113883,0,9,10,7,3,5,6,1,6,1,249,1.0,103,29,34,2,2006,13
CR_75831,0,15,14,3,5,4,2,2,6,1,174,0.0,103,29,34,3,2001,10
CR_87617,0,36,34,2,1,1,0,2,1,1,316,1.0,92,93,34,4,2002,12
CR_128641,0,4,4,6,5,5,6,0,5,1,174,0.0,18,138,46,1,2008,13
CR_90429,0,4,4,6,5,1,0,1,5,1,249,1.0,116,130,34,3,2003,19
CR_131891,0,33,32,2,1,5,6,1,6,1,249,1.0,103,130,34,7,2008,17
CR_155643,0,5,5,3,5,2,7,0,5,1,328,1.0,98,0,34,6,2012,18
CR_44215,0,21,23,4,1,5,6,0,5,1,174,0.0,24,93,43,8,1997,24
CR_176223,0,36,34,2,1,1,0,1,2,1,316,1.0,92,62,34,7,2015,11
CR_8580,0,36,34,2,1,1,0,1,6,1,249,1.0,92,93,34,4,1992,30
CR_159377,0,37,37,0,0,6,4,1,5,1,249,1.0,34,130,34,5,2012,30
CR_15875,0,36,34,2,1,1,0,1,2,1,316,1.0,92,142,34,7,1993,9
CR_114417,1,18,18,9,0,16,12,2,6,1,249,1.0,103,29,34,10,2006,22
CR_21094,0,33,32,2,1,8,3,0,5,1,174,0.0,116,93,0,6,1994,23
CR_180552,0,21,23,4,1,4,2,1,2,6,316,6.0,109,142,34,2,2016,13
CR_193452,0,9,10,7,3,6,4,1,2,2,127,2.0,72,142,34,3,2018,27
CR_11190,0,3,2,3,5,1,0,3,6,1,316,1.0,24,14,34,10,1993,31
CR_64133,0,49,49,6,5,6,4,1,6,1,316,1.0,72,62,34,6,1999,25
CR_170588,0,36,34,2,1,1,0,1,2,1,316,1.0,92,62,34,5,2014,10
CR_65430,0,4,4,6,5,1,0,1,6,1,316,1.0,72,29,34,12,2000,16
CR_8344,1,36,34,2,1,15,10,3,6,1,174,0.0,92,29,0,4,1992,30
CR_49914,0,4,4,6,5,6,4,0,5,1,174,0.0,112,93,48,4,1998,27
CR_94047,0,33,32,2,1,8,3,0,5,1,174,0.0,92,93,43,6,2003,23
CR_27203,0,19,19,1,3,6,4,5,6,1,249,1.0,34,29,34,6,1995,14
CR_80785,0,44,44,1,3,4,2,3,6,1,303,0.0,72,62,34,4,2001,8
CR_41748,0,4,4,6,5,1,0,2,6,2,67,1.0,72,62,34,2,1997,19
CR_120614,0,4,4,6,5,3,5,0,5,1,174,1.0,103,29,34,8,2007,6
CR_99271,0,14,17,9,0,6,4,1,2,1,0,0.0,103,142,34,4,2004,28
CR_180902,0,23,21,4,1,7,1,1,6,2,200,2.0,98,29,34,10,2016,13
CR_83278,1,4,4,6,5,15,10,0,5,1,174,1.0,112,29,34,10,2002,4
CR_20439,0,24,24,0,0,4,2,2,2,2,249,2.0,103,142,34,3,1994,19
CR_75552,0,9,10,7,3,5,6,1,6,1,174,0.0,92,93,46,12,2001,2
CR_83344,0,4,4,6,5,6,4,0,5,1,174,1.0,103,29,34,8,2002,15
CR_68616,0,24,24,0,0,8,3,1,6,1,74,1.0,103,142,34,4,2000,3
CR_81043,0,45,45,10,3,8,3,1,6,1,174,1.0,103,29,34,5,2001,12
CR_21618,0,33,32,2,1,7,1,0,5,1,174,0.0,112,93,43,10,1994,7
CR_87716,1,36,34,2,1,15,10,0,5,1,316,1.0,18,133,34,2,2002,19
CR_171525,0,44,44,1,3,7,1,2,6,2,316,2.0,98,130,34,4,2014,1
CR_569,0,16,15,0,0,1,0,10,2,1,316,1.0,67,142,34,6,1991,20
CR_65511,0,4,4,6,5,5,6,2,6,1,0,1.0,89,29,34,2,2000,13
CR_189869,0,37,37,0,0,7,1,1,6,1,325,1.0,103,87,34,4,2017,2
CR_154397,1,2,3,10,3,16,12,2,6,2,0,2.0,72,29,34,12,2012,1
CR_14718,0,33,32,2,1,7,1,1,6,1,316,1.0,98,29,34,9,1993,22
CR_102921,0,37,37,0,0,3,5,1,6,1,316,0.0,72,29,34,7,2004,2
CR_179283,0,4,4,6,5,5,6,1,3,4,200,2.0,103,62,34,12,2016,14
CR_130876,0,24,24,0,0,6,4,1,6,1,0,1.0,103,29,34,1,2008,22
CR_6580,1,22,22,7,3,15,10,1,2,1,316,1.0,2,142,34,5,1992,27
CR_65060,0,4,4,6,5,1,0,1,6,1,0,1.0,98,130,34,5,2000,13
CR_101681,0,33,32,2,1,6,4,1,6,1,249,1.0,103,93,34,4,2004,9
CR_181707,0,30,35,7,3,8,3,0,5,1,249,1.0,103,29,34,11,2016,21
CR_120584,0,4,4,6,5,7,1,6,2,1,0,1.0,84,142,34,2,2007,18
CR_185235,0,4,4,6,5,1,0,6,6,2,0,2.0,103,107,34,10,2017,14
CR_51789,0,19,19,1,3,6,4,1,6,1,174,1.0,12,138,34,4,1998,25
CR_155663,0,5,5,3,5,2,7,2,3,1,303,1.0,72,130,34,12,2012,5
CR_71408,0,44,44,1,3,5,6,1,2,1,316,0.0,103,142,34,5,2000,11
CR_157497,0,24,24,0,0,5,6,1,0,1,316,1.0,2,53,34,10,2012,25
CR_81956,1,49,49,6,5,15,10,3,2,1,316,1.0,103,142,34,8,2001,25
CR_182866,0,37,37,0,0,3,5,2,2,2,249,2.0,103,142,34,10,2016,11
CR_136337,1,5,5,3,5,16,12,1,6,1,249,1.0,72,62,34,4,2009,3
CR_100195,3,22,22,7,3,9,8,0,5,1,174,0.0,54,93,43,5,2004,13
CR_31460,0,45,45,10,3,3,5,3,6,1,303,1.0,103,29,34,4,1995,1
CR_154268,0,50,51,0,0,6,4,0,5,1,174,1.0,103,53,34,1,2011,29
CR_34883,1,9,10,7,3,15,10,3,6,1,0,1.0,72,29,34,1,1996,28
CR_42653,0,4,4,6,5,2,7,1,6,1,249,1.0,103,119,34,10,1997,16
CR_174618,0,21,23,4,1,8,3,1,6,1,249,1.0,111,57,34,1,2015,13
CR_31654,0,45,45,10,3,1,0,0,5,1,249,1.0,103,142,34,11,1995,21
CR_132966,0,37,37,0,0,6,4,1,6,1,102,1.0,103,29,34,11,2008,4
CR_13966,0,22,22,7,3,2,7,1,2,1,316,1.0,72,142,34,5,1993,21
CR_172354,0,50,51,0,0,6,4,1,6,3,249,3.0,72,29,34,8,2014,2
CR_68027,0,21,23,4,1,2,7,0,5,1,174,1.0,112,29,34,3,2000,23
CR_31330,1,44,44,1,3,15,10,0,5,1,174,1.0,103,29,34,11,1995,10
CR_139018,0,33,32,2,1,5,6,0,5,1,174,0.0,112,93,43,9,2009,26
CR_32115,0,50,51,0,0,5,6,0,5,1,174,1.0,72,142,34,12,1995,6
CR_47884,7,41,41,4,1,9,8,0,5,1,174,0.0,112,103,48,4,1997,1
CR_22958,0,39,39,6,5,7,1,1,6,1,316,1.0,103,29,34,7,1994,15
CR_112475,0,4,4,6,5,3,5,2,6,1,303,1.0,72,14,34,7,2006,15
CR_40010,0,42,42,7,3,8,3,2,6,1,249,1.0,116,29,34,4,1996,29
CR_7697,0,33,32,2,1,6,4,1,2,1,249,1.0,72,80,34,8,1992,1
CR_191950,0,4,4,6,5,3,5,0,5,1,174,1.0,72,93,34,11,2018,6
CR_9586,0,38,38,10,3,3,5,2,2,1,249,1.0,98,29,34,7,1992,19
CR_38612,0,36,34,2,1,1,0,1,6,1,249,1.0,92,29,34,1,1996,29
CR_11528,0,4,4,6,5,2,7,0,5,1,249,1.0,103,62,34,4,1993,7
CR_40562,0,49,49,6,5,7,1,1,2,2,179,1.0,98,0,39,6,1996,22
CR_193160,0,7,8,7,3,2,7,1,2,1,0,1.0,92,80,34,1,2018,17
CR_116822,0,33,32,2,1,8,3,1,6,1,249,1.0,103,62,34,9,2006,30
CR_5092,5,6,6,4,1,13,18,1,6,1,249,1.0,72,93,34,6,1992,20
CR_73504,0,4,4,6,5,1,0,0,5,1,290,1.0,103,93,34,8,2001,12
CR_53939,0,33,32,2,1,7,1,3,6,1,249,1.0,72,29,34,10,1998,24
CR_68108,0,21,23,4,1,6,4,0,5,1,0,1.0,54,80,34,1,2000,24
CR_73710,0,4,4,6,5,1,0,0,5,1,174,0.0,98,93,0,8,2001,11
CR_26186,0,4,4,6,5,5,6,1,6,4,263,2.0,31,51,34,9,1995,7
CR_66967,0,9,10,7,3,7,1,1,5,1,249,1.0,103,107,34,4,2000,10
CR_40951,0,3,2,3,5,1,0,0,6,1,249,1.0,103,80,34,12,1997,14
CR_167697,1,4,4,6,5,15,10,4,6,1,303,1.0,72,29,34,6,2014,30
CR_53888,0,33,32,2,1,5,6,0,5,1,249,1.0,112,93,34,12,1998,17
CR_172779,0,4,4,6,5,5,6,0,5,1,174,1.0,103,62,34,1,2015,26
CR_126625,0,47,48,7,3,4,2,0,5,1,74,1.0,103,93,34,7,2007,14
CR_51649,0,16,15,0,0,1,0,3,2,2,0,2.0,54,62,34,6,1998,29
CR_152932,0,37,37,0,0,7,1,1,6,1,174,1.0,72,29,34,5,2011,6
CR_63746,0,45,45,10,3,8,3,2,6,1,174,1.0,112,80,34,9,1999,17
CR_191193,0,49,49,6,5,6,4,1,6,1,316,1.0,12,103,34,2,2017,22
CR_111541,0,47,48,7,3,4,2,2,6,2,200,1.0,101,93,24,9,2005,20
CR_180359,0,19,19,1,3,7,1,1,2,1,249,1.0,103,56,34,7,2016,14
CR_169618,0,26,27,9,0,7,1,0,5,1,174,0.0,42,29,0,10,2014,15
CR_125301,0,37,37,0,0,4,2,1,5,1,174,1.0,103,29,34,4,2007,22
CR_132133,0,33,32,2,1,6,4,0,5,1,290,0.0,103,53,43,12,2008,26
CR_38298,0,33,32,2,1,5,6,1,6,1,0,1.0,103,29,34,1,1996,24
CR_47095,0,36,34,2,1,1,0,0,5,1,102,0.0,92,93,46,12,1997,2
CR_21794,1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,48,6,1994,11
CR_142817,0,4,4,6,5,6,4,0,5,1,174,0.0,112,119,23,1,2010,29
CR_158269,0,33,32,2,1,5,6,1,6,1,249,1.0,103,29,34,7,2012,13
CR_141054,0,46,46,3,5,4,2,0,5,1,313,0.0,116,53,0,3,2009,1
CR_136176,0,4,4,6,5,6,4,0,5,1,174,0.0,18,133,46,7,2009,25
CR_141898,0,4,4,6,5,6,4,3,2,1,316,1.0,98,62,34,5,2010,15
CR_181999,0,33,32,2,1,6,4,1,6,1,249,1.0,48,29,34,12,2016,28
CR_153568,0,44,44,1,3,4,2,0,5,1,174,1.0,103,87,34,12,2011,31
CR_198530,0,49,49,6,5,2,7,0,5,2,269,1.0,92,14,34,1,2018,14
CR_59938,0,21,23,4,1,8,3,0,5,1,174,0.0,112,142,23,10,1999,12
CR_100815,0,24,24,0,0,5,6,1,6,1,249,0.0,72,29,34,6,2004,27
CR_191502,0,49,49,6,5,2,7,1,6,1,316,1.0,92,14,34,4,2017,18
CR_108666,0,25,25,9,0,5,6,1,2,1,249,1.0,103,130,34,10,2005,8
CR_198154,1,49,49,6,5,15,10,0,5,2,266,1.0,103,80,34,12,2018,3
CR_28599,0,25,25,9,0,7,1,1,2,1,249,1.0,98,142,34,2,1995,2
CR_120071,0,4,4,6,5,7,1,3,6,2,316,2.0,72,142,34,10,2007,16
CR_89363,1,49,49,6,5,15,10,0,5,2,174,2.0,103,119,34,6,2002,12
CR_85143,7,21,23,4,1,9,8,2,6,1,174,0.0,103,14,34,12,2002,19
CR_22025,0,36,34,2,1,1,0,1,2,1,0,1.0,92,142,34,9,1994,13
CR_105891,0,4,4,6,5,1,0,2,6,1,316,1.0,72,29,34,5,2005,30
CR_36322,1,22,22,7,3,15,10,0,5,1,174,0.0,112,119,48,12,1996,9
CR_26491,0,6,6,4,1,8,3,2,6,1,249,1.0,98,29,34,3,1995,13
CR_92399,7,19,19,1,3,9,8,2,6,2,249,2.0,112,62,34,9,2003,9
CR_167674,0,4,4,6,5,5,6,1,6,1,249,1.0,24,29,34,8,2014,11
CR_53206,0,25,25,9,0,7,1,1,6,1,249,1.0,72,29,34,9,1998,28
CR_111088,0,45,45,10,3,6,4,0,5,1,174,0.0,72,29,43,11,2005,26
CR_162454,0,11,11,7,3,3,5,1,6,1,0,1.0,72,29,34,5,2013,15
CR_190401,0,42,42,7,3,7,1,1,6,1,174,0.0,97,29,23,8,2017,17
CR_124727,1,36,34,2,1,15,10,0,5,1,174,0.0,103,93,43,11,2007,19
CR_63717,0,45,45,10,3,2,7,0,5,1,174,0.0,59,119,23,9,1999,28
CR_194135,0,19,19,1,3,5,6,1,6,1,174,1.0,103,29,34,1,2018,20
CR_130137,0,21,23,4,1,2,7,1,2,1,249,1.0,103,142,34,9,2008,23
CR_86972,0,33,32,2,1,7,1,0,5,1,174,0.0,103,93,43,12,2002,28
CR_170876,0,37,37,0,0,7,1,2,6,1,0,1.0,72,103,34,6,2014,15
CR_50465,0,4,4,6,5,2,7,2,3,1,249,1.0,103,62,34,4,1998,27
CR_169471,0,24,24,0,0,7,1,0,5,1,249,1.0,24,29,34,9,2014,30
CR_181600,0,29,29,9,0,7,1,0,5,1,174,1.0,103,107,34,8,2016,11
CR_135300,0,3,2,3,5,2,7,0,5,3,134,1.0,112,29,34,2,2009,5
CR_159756,0,44,44,1,3,9,8,1,6,1,74,1.0,98,142,34,10,2012,16
CR_156977,0,24,24,0,0,6,4,1,6,1,316,1.0,92,29,34,3,2012,28
CR_100883,0,24,24,0,0,5,6,1,6,1,249,0.0,72,130,34,8,2004,22
CR_30012,0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,11,1995,11
CR_98585,0,4,4,6,5,5,6,1,6,1,249,1.0,72,29,34,1,2004,25
CR_173224,0,4,4,6,5,5,6,0,5,1,174,0.0,111,93,23,9,2015,4
CR_120931,0,4,4,6,5,6,4,0,5,2,316,2.0,72,133,34,9,2007,1
CR_95241,0,36,34,2,1,7,1,1,5,1,249,1.0,92,130,34,2,2003,6
CR_119028,7,47,48,7,3,9,8,0,5,1,174,0.0,112,29,23,3,2006,28
CR_182213,1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,43,10,2016,15
CR_187692,0,23,21,4,1,7,1,2,6,1,249,1.0,72,30,34,5,2017,8
CR_45305,0,25,25,9,0,6,4,0,6,1,174,0.0,103,62,43,9,1997,16
CR_46993,0,36,34,2,1,1,0,1,6,1,316,1.0,92,62,34,7,1997,29
CR_20957,0,33,32,2,1,6,4,0,5,1,174,0.0,92,29,48,12,1994,13
CR_41790,0,4,4,6,5,1,0,1,6,1,316,1.0,103,14,34,5,1997,21
CR_76893,0,21,23,4,1,2,7,1,6,1,249,1.0,103,29,34,5,2001,14
CR_68654,0,24,24,0,0,6,4,0,5,1,174,1.0,103,62,34,10,2000,24
CR_28785,0,28,28,3,5,8,3,1,6,2,179,1.0,84,29,40,4,1995,5
CR_165691,0,38,38,10,3,7,1,1,6,1,316,1.0,42,29,34,2,2013,28
CR_66246,0,4,4,6,5,2,7,0,5,3,174,3.0,98,29,34,5,2000,11
CR_169720,0,29,29,9,0,3,5,0,5,1,174,1.0,72,29,34,7,2014,2
CR_150277,0,18,18,9,0,6,4,1,6,1,249,1.0,103,103,34,3,2011,14
CR_66136,0,4,4,6,5,5,6,0,5,1,249,1.0,103,29,34,9,2000,19
CR_84920,0,18,18,9,0,3,5,1,2,11,249,11.0,103,14,34,1,2002,30
CR_148131,0,1,0,1,3,8,3,1,6,2,316,2.0,117,62,34,8,2011,21
CR_45815,0,33,32,2,1,7,1,0,5,1,249,1.0,34,29,34,4,1997,7
CR_55718,0,44,44,1,3,7,1,1,2,1,316,1.0,103,142,34,10,1998,14
CR_162269,0,7,8,7,3,2,7,1,2,1,316,1.0,92,140,34,10,2013,26
CR_179357,0,4,4,6,5,5,6,1,6,1,0,1.0,103,29,34,9,2016,18
CR_157546,0,25,25,9,0,3,5,3,2,1,316,1.0,2,29,34,1,2012,28
CR_91441,0,5,5,3,5,7,1,1,6,1,316,0.0,72,29,34,8,2003,14
CR_136177,0,4,4,6,5,6,4,1,6,2,43,1.0,103,103,34,3,2009,9
CR_93739,0,25,25,9,0,5,6,2,2,1,249,1.0,112,142,34,4,2003,1
CR_116270,0,33,32,2,1,7,1,0,5,1,174,0.0,109,93,0,4,2006,2
CR_134716,3,49,49,6,5,9,8,0,5,1,174,0.0,2,130,0,1,2008,19
CR_165518,0,37,37,0,0,7,1,1,6,2,179,2.0,103,130,34,9,2013,20
CR_147785,0,49,49,6,5,7,1,0,5,1,174,1.0,103,29,34,12,2010,7
CR_124385,0,33,32,2,1,7,1,0,5,1,249,1.0,98,29,34,3,2007,29
CR_126144,0,44,44,1,3,2,7,1,2,1,0,1.0,103,62,34,8,2007,13
CR_995,1,22,22,7,3,15,10,3,2,3,316,3.0,72,93,34,7,1991,16
CR_195814,7,33,32,2,1,9,8,0,5,1,249,1.0,103,62,34,5,2018,8
CR_31478,0,45,45,10,3,3,5,1,2,1,316,1.0,112,142,34,3,1995,1
CR_194692,0,24,24,0,0,7,1,0,5,1,74,1.0,103,142,34,6,2018,14
CR_24518,0,3,2,3,5,1,0,2,6,1,249,1.0,103,62,34,5,1995,26
CR_3707,0,39,39,6,5,3,5,1,6,1,0,1.0,92,29,34,7,1991,11
CR_83325,0,4,4,6,5,3,5,1,6,2,249,2.0,112,29,34,11,2002,7
CR_35912,0,21,23,4,1,2,7,2,6,1,174,1.0,103,14,34,11,1996,19
CR_4575,0,3,2,3,5,2,7,1,6,1,316,1.0,72,62,34,4,1992,3
CR_151408,0,25,25,9,0,6,4,4,3,1,174,0.0,1,93,50,5,2011,1
CR_90010,0,4,4,6,5,5,6,1,6,1,316,1.0,89,130,34,9,2003,13
CR_49657,0,4,4,6,5,1,0,0,5,2,249,2.0,103,14,34,2,1998,24
CR_46023,0,33,32,2,1,5,6,1,6,1,0,1.0,103,29,34,6,1997,6
CR_69185,5,32,31,4,1,13,18,2,6,1,316,1.0,103,62,34,7,2000,20
CR_125001,0,36,34,2,1,1,0,0,5,1,316,1.0,92,62,34,2,2007,5
CR_73165,0,4,4,6,5,7,1,0,5,1,249,1.0,116,130,34,11,2001,13
CR_160292,0,46,46,3,5,4,2,3,6,3,316,3.0,72,142,34,6,2012,12
CR_196624,0,37,37,0,0,5,6,1,6,2,249,2.0,98,29,34,4,2018,18
CR_179189,0,4,4,6,5,1,0,1,6,1,249,1.0,72,29,34,5,2016,23
CR_72201,0,49,49,6,5,5,6,3,2,1,303,1.0,103,142,34,3,2000,27
CR_156713,0,21,23,4,1,2,7,1,6,1,249,1.0,103,62,34,12,2012,7
CR_172564,0,3,2,3,5,1,0,1,6,1,249,1.0,113,29,34,5,2015,12
CR_12821,0,16,15,0,0,8,3,1,5,1,74,1.0,72,29,34,12,1993,18
CR_128786,0,5,5,3,5,5,6,1,6,2,174,2.0,103,130,34,1,2008,28
CR_109608,0,33,32,2,1,8,3,1,6,1,249,1.0,92,87,34,5,2005,11
CR_114008,0,9,10,7,3,4,2,7,6,4,316,4.0,12,107,34,2,2006,12
CR_172513,0,3,2,3,5,1,0,1,6,1,0,1.0,54,29,34,3,2015,7
CR_12865,0,16,15,0,0,6,4,1,5,1,316,1.0,72,29,34,11,1993,2
CR_151465,0,26,27,9,0,4,2,0,5,1,174,1.0,72,93,34,4,2011,7
CR_109041,0,33,32,2,1,6,4,0,5,1,174,0.0,103,29,43,10,2005,25
CR_58444,0,4,4,6,5,2,7,1,5,1,249,1.0,103,62,34,5,1999,15
CR_52828,0,24,24,0,0,5,6,1,2,1,0,1.0,103,142,34,11,1998,21
CR_33284,0,4,4,6,5,4,2,0,5,1,174,1.0,103,130,34,9,1996,15
CR_123463,0,25,25,9,0,3,5,3,1,1,0,1.0,92,130,34,6,2007,1
CR_17072,0,40,40,2,1,5,6,2,3,1,316,1.0,72,103,34,7,1993,30
CR_95004,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,43,5,2003,4
CR_119314,1,49,49,6,5,15,10,1,6,1,249,1.0,92,29,34,11,2006,17
CR_44542,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,1,1997,3
CR_123758,0,30,35,7,3,2,7,1,2,3,316,3.0,72,103,34,8,2007,26
CR_93618,0,25,25,9,0,6,4,0,5,1,174,0.0,18,133,43,8,2003,21
CR_50397,0,4,4,6,5,2,7,1,6,1,316,1.0,103,62,34,9,1998,11
CR_57518,0,4,4,6,5,1,0,1,6,1,285,1.0,72,29,34,4,1999,19
CR_121462,0,7,8,7,3,2,7,3,2,1,0,1.0,72,62,34,8,2007,28
CR_177354,0,44,44,1,3,4,2,1,2,1,316,1.0,103,130,34,5,2015,25
CR_169804,0,30,35,7,3,2,7,0,5,1,174,1.0,72,93,34,1,2014,23
CR_34740,0,8,7,7,3,5,6,2,2,1,174,1.0,103,142,34,6,1996,9
CR_108662,0,25,25,9,0,7,1,1,6,1,249,1.0,92,29,34,5,2005,21
CR_176274,0,36,34,2,1,1,0,1,5,1,174,0.0,92,93,43,5,2015,20
CR_117880,0,37,37,0,0,2,7,0,5,2,328,2.0,72,138,34,4,2006,20
CR_113005,0,4,4,6,5,3,5,1,6,1,0,1.0,72,62,34,11,2006,2
CR_123842,0,32,31,4,1,7,1,0,5,2,174,1.0,112,29,9,9,2007,19
CR_159458,0,37,37,0,0,2,7,1,2,1,316,1.0,72,130,34,9,2012,2
CR_105751,0,4,4,6,5,3,5,1,6,1,316,1.0,98,62,34,8,2005,31
CR_102787,0,37,37,0,0,6,4,1,6,1,174,0.0,109,93,0,1,2004,11
CR_61948,0,33,32,2,1,5,6,0,6,1,174,0.0,92,93,43,2,1999,5
CR_70709,0,37,37,0,0,2,7,1,2,1,249,1.0,103,103,34,7,2000,18
CR_154679,0,4,4,6,5,6,4,1,6,1,0,1.0,98,29,34,8,2012,3
CR_90483,0,4,4,6,5,1,0,0,5,1,174,1.0,103,107,34,6,2003,29
CR_156355,1,19,19,1,3,17,11,2,6,1,0,1.0,34,107,34,6,2012,11
CR_99519,0,17,16,0,0,7,1,1,6,2,249,2.0,112,29,34,9,2004,1
CR_86374,0,26,27,9,0,3,5,0,5,1,174,0.0,92,29,48,3,2002,10
CR_58617,1,4,4,6,5,17,11,1,6,1,249,1.0,112,29,34,5,1999,12
CR_27811,1,22,22,7,3,15,10,0,5,1,174,0.0,72,29,48,5,1995,2
CR_7909,0,33,32,2,1,6,4,0,5,1,249,1.0,72,29,34,4,1992,22
CR_29149,0,33,32,2,1,8,3,0,5,1,249,1.0,92,29,34,12,1995,17
CR_28157,7,24,24,0,0,9,8,1,2,1,316,1.0,112,142,34,4,1995,11
CR_191159,0,49,49,6,5,5,6,0,5,1,249,1.0,92,29,34,6,2017,28
CR_64842,0,4,4,6,5,5,6,0,5,1,174,1.0,109,14,34,3,2000,27
CR_158772,0,36,34,2,1,1,0,0,5,1,316,1.0,103,93,34,4,2012,7
CR_23748,7,45,45,10,3,9,8,1,6,1,249,1.0,112,29,34,4,1994,4
CR_72766,0,3,2,3,5,1,0,0,5,1,249,1.0,103,29,34,7,2001,15
CR_20018,0,17,16,0,0,7,1,1,6,1,316,1.0,112,130,34,9,1994,9
